Time,Location,Nature,Status,date
11:02 am,"LL(-87:57:08.8202,43:07:06.4560): EST 5566 N 32ND ST MKE",911,Service in Progress View History,2024-07-16
11:02 am,4115 N TEUTONIA AV,Theft,Service in Progress View History,2024-07-16
11:02 am,4115 N TEUTONIA AV,Theft,To be Filed View History,2024-07-16
11:01 am,"LL(-87:57:13.5109,43:05:58.5996): EST 3171 W ATKINSON AVE MKE",911,Service in Progress View History,2024-07-16
11:01 am,6929 W SILVER SPRING DR MKE: @D4:10-100,Return Station,Assignment Completed View History,2024-07-16
10:59 am,1183 N WATER ST MKE,Checking Location,Assignment Completed View History,2024-07-16
10:59 am,"LL(-87:55:27.7574,43:03:07.2907): EST 1671 N 10TH ST MKE",911,Service in Progress View History,2024-07-16
10:50 am,3800 N 78TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
10:49 am,4142 N 69TH ST MKE,Welfare Citizen,Advised View History,2024-07-16
10:46 am,"LL(-87:57:19.6592,43:03:02.0418): EST 1535 N 33RD ST MKE",911,Service in Progress View History,2024-07-16
10:46 am,823 S LAYTON BLVD MKE,Welfare Citizen,Advised View History,2024-07-16
10:45 am,"LL(-87:55:59.7399,42:56:58.5240): EST 1570 W ABBOTT AVE MKE",911,Service in Progress View History,2024-07-16
10:45 am,"LL(-87:58:02.9498,43:07:56.5968): EST 4393 W WOOLWORTH AVE MKE",911,Service in Progress View History,2024-07-16
10:43 am,5814 W ROOSEVELT DR MKE,Trouble,Open Investigation View History,2024-07-16
10:43 am,2333 N 49TH ST MKE: @D3: 10-100,Return Station,Assignment Completed View History,2024-07-16
10:43 am,"LL(-87:55:31.8543,43:05:10.0894): EST 3770 N 12TH ST MKE",911,Service in Progress View History,2024-07-16
10:42 am,2569 S KINNICKINNIC AVE MKE: @HONEYPIE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
10:41 am,W CAPITOL DR/W ATKINSON AVE MKE,911,Service in Progress View History,2024-07-16
10:40 am,6929 W SILVER SPRING DR MKE: @D4:10-100,Return Station,Assignment Completed View History,2024-07-16
10:40 am,1150 N 20TH ST MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-16
10:40 am,6425 N 54TH ST MKE: @UNIT 4,Threat,Service in Progress View History,2024-07-16
10:40 am,6425 N 54TH ST MKE: @UNIT 4,Threat,Assignment Completed View History,2024-07-16
10:39 am,"LL(-87:57:53.5251,43:05:57.8291): EST 4524 N 42ND ST MKE",911,Service in Progress View History,2024-07-16
10:38 am,1930 W GREENFIELD AVE MKE,Trouble,Service in Progress View History,2024-07-16
10:38 am,1930 W GREENFIELD AVE MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
10:38 am,6645 W MILL RD MKE,Follow Up,To be Filed View History,2024-07-16
10:36 am,3962 N 15TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-16
10:36 am,245 W LINCOLN AVE MKE,Suspicious,Service in Progress View History,2024-07-16
10:35 am,4650 S 5TH ST MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
10:35 am,2917 N OAKLAND AVE MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
10:35 am,3867 S 35TH ST GF,Follow Up,Assignment Completed View History,2024-07-16
10:34 am,"LL(-87:55:53.4040,43:03:56.0088): EST 2581 N 15TH ST MKE",911,Service in Progress View History,2024-07-16
10:34 am,"LL(-87:54:33.3558,43:02:29.1803): @NO ADDRESS PROVIDED",911,Service in Progress View History,2024-07-16
10:33 am,W NATIONAL AVE/S CESAR E CHAVEZ DR MKE,Motor Vehicle Accident,Filed Driver Exchange Report View History,2024-07-16
10:33 am,W NATIONAL AVE/S CESAR E CHAVEZ DR MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-16
10:32 am,S 17TH ST/W NATIONAL AVE MKE,911,Service in Progress View History,2024-07-16
10:30 am,6636 W APPLETON AVE MKE,Property Damage,To be Filed View History,2024-07-16
10:30 am,6636 W APPLETON AVE MKE,Property Damage,Service in Progress View History,2024-07-16
10:28 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
10:28 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
10:27 am,2468 S 5TH PL MKE,Property Damage,Service in Progress View History,2024-07-16
10:27 am,2468 S 5TH PL MKE,Property Damage,To be Filed View History,2024-07-16
10:27 am,2468 S 5TH PL MKE,Property Damage,To be Filed View History,2024-07-16
10:27 am,2468 S 5TH PL MKE,Property Damage,Service in Progress View History,2024-07-16
10:27 am,"LL(-87:55:00.9122,42:57:38.5200): EST 4598 S 5TH ST MKE",911,Service in Progress View History,2024-07-16
10:25 am,N 76TH ST/W APPLETON AVE MKE,Traffic Hazard,Assignment Completed View History,2024-07-16
10:19 am,"LL(-87:54:33.3558,43:02:29.1803): @NO ADDRESS PROVIDED",911,Service in Progress View History,2024-07-16
10:18 am,4330 N 49TH ST MKE,Follow Up,Assignment Completed View History,2024-07-16
10:17 am,S 35TH ST/W SCOTT ST MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
10:15 am,6262 S 13TH ST MKE,Checking Location,Assignment Completed View History,2024-07-16
10:13 am,4510 W HOPKINS,Follow Up,Assignment Completed View History,2024-07-16
10:08 am,3611 W ROOSEVELT DR MKE:UPPER,Subject With A Weapon,Service in Progress View History,2024-07-16
10:08 am,3611 W ROOSEVELT DR MKE:UPPER,Subject With A Weapon,Assignment Completed View History,2024-07-16
10:08 am,"LL(-88:00:12.8883,43:11:16.2238): EST 9298 N 76TH ST MKE",911,Service in Progress View History,2024-07-16
10:08 am,8803 W THURSTON AVE MKE:UPPER,Threat,Unable to Locate Complainant View History,2024-07-16
10:02 am,N 10TH ST/W WELLS ST MKE,Suspicious,Unable to Locate Complainant View History,2024-07-16
10:00 am,N 10TH ST/W WELLS ST MKE,Suspicious,Service in Progress View History,2024-07-16
10:00 am,"LL(-87:56:35.8911,43:03:02.8620): EST 1555 N 24TH ST MKE",911,Service in Progress View History,2024-07-16
9:58 am,W LOCUST ST/N 7TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
9:57 am,301 N 30TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-16
9:56 am,6680 N TEUTONIA AV MKE: @PA,Assignment,Service in Progress View History,2024-07-16
9:55 am,8806 W VILLARD AVE MKE: @UNIT 8,Follow Up,Assignment Completed View History,2024-07-16
9:52 am,3611 W ROOSEVELT DR MKE: UPPER,Trouble,Service in Progress View History,2024-07-16
9:51 am,"LL(-87:56:40.2182,43:02:04.6176): EST 2479 W ST PAUL AVE MKE",911,Service in Progress View History,2024-07-16
9:50 am,1753 S KINNICKINNIC AVE MKE: @UNIT 1,Threat,City Citation(s) Issued View History,2024-07-16
9:50 am,3006 S 27TH ST MKE: @D6,Special Assignment,Assignment Completed View History,2024-07-16
9:49 am,3427 N 13TH ST MKE: @A,911,Service in Progress View History,2024-07-16
9:48 am,2033 S 5TH ST MKE,Recklessly Endanger Safety,To be Filed View History,2024-07-16
9:48 am,2033 S 5TH ST MKE,Recklessly Endanger Safety,Service in Progress View History,2024-07-16
9:48 am,2333 N 49TH ST MKE: @D3,Test CAD Event,Service in Progress View History,2024-07-16
9:47 am,1117 S 36TH ST MKE: @A,Entry-Vehicle,Service in Progress View History,2024-07-16
9:47 am,1117 S 36TH ST MKE: @A,Entry-Vehicle,Advised View History,2024-07-16
9:47 am,1117 S 36TH ST MKE: @A,Entry-Vehicle,Open Investigation View History,2024-07-16
9:46 am,"LL(-87:52:55.3479,43:03:14.6050): EST 1888 N LINCOLN MEMORIAL DR MKE",911,Service in Progress View History,2024-07-16
9:46 am,730 N 26TH ST MKE,Crime Scene Technician Assignment,Service in Progress View History,2024-07-16
9:45 am,BREWERS BLVD/W NATIONAL AVE MKE: alias S MILLER PARK WAY/W NATIONAL AVE MKE,Welfare Citizen,Advised View History,2024-07-16
9:45 am,BREWERS BLVD/W NATIONAL AVE MKE: alias S MILLER PARK WAY/W NATIONAL AVE MKE,Welfare Citizen,Advised/Referral View History,2024-07-16
9:45 am,N 35TH ST/W SILVER SPRING DR MKE,Call for Police,Service in Progress View History,2024-07-16
9:45 am,N 35TH ST/W SILVER SPRING DR MKE,Call for Police,Unable to Locate Complainant View History,2024-07-16
9:45 am,1766 N ASTOR ST MKE:UPPER,911,Service in Progress View History,2024-07-16
9:45 am,N 35TH ST/W SILVER SPRING DR MKE,Call for Police,Unable to Locate Complainant View History,2024-07-16
9:42 am,"LL(-87:52:38.9714,43:03:26.8092): EST 2238 N LINCOLN MEMORIAL DR MKE",911,Service in Progress View History,2024-07-16
9:42 am,"LL(-87:56:06.6914,43:03:04.4458): EST 1580 N 18TH ST MKE",911,Service in Progress View History,2024-07-16
9:42 am,"LL(-87:55:23.8263,43:03:03.3137): EST 926 W GALENA PL MKE",911,Service in Progress View History,2024-07-16
9:41 am,2920 N VEL R PHILLIPS AVE MKE: @D5,Transport,Assignment Completed View History,2024-07-16
9:40 am,N 35TH ST/W CAPITOL DR MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:40 am,N SHERMAN BLVD/W CAPITOL DR MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:40 am,N 35TH ST/W CAPITOL DR MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:40 am,N SHERMAN BLVD/W CAPITOL DR MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:40 am,N 35TH ST/W CAPITOL DR MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:40 am,N 35TH ST/W CAPITOL DR MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:40 am,N SHERMAN BLVD/W CAPITOL DR MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:40 am,N SHERMAN BLVD/W CAPITOL DR MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:39 am,1111 N WATER ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-16
9:39 am,1111 N WATER ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-16
9:39 am,749 W STATE ST MKE: @PAB,Property Pickup,Assignment Completed View History,2024-07-16
9:38 am,2701 S CHASE AVE MKE: @UMOS CENTER,911,Service in Progress View History,2024-07-16
9:38 am,2701 S CHASE AVE MKE: @UMOS CENTER,911,Assignment Completed View History,2024-07-16
9:38 am,2701 S CHASE AVE MKE: @UMOS CENTER,911,Service in Progress View History,2024-07-16
9:38 am,2701 S CHASE AVE MKE: @UMOS CENTER,911,Assignment Completed View History,2024-07-16
9:37 am,4274 N 26TH ST MKE,Parking Trouble,Service in Progress View History,2024-07-16
9:37 am,4274 N 26TH ST MKE,Parking Trouble,Advised View History,2024-07-16
9:37 am,2146 N COMMERCE ST MKE,Theft,To be Filed View History,2024-07-16
9:37 am,2146 N COMMERCE ST MKE,Theft,Service in Progress View History,2024-07-16
9:37 am,245 W LINCOLN AVE MKE: @D2,Transport,Assignment Completed View History,2024-07-16
9:37 am,2146 N COMMERCE ST MKE,Theft,To be Filed View History,2024-07-16
9:37 am,2146 N COMMERCE ST MKE,Theft,Service in Progress View History,2024-07-16
9:36 am,5240 N SHERMAN BLVD MKE:9,911,Service in Progress View History,2024-07-16
9:35 am,740 N 9TH ST MKE,Welfare Citizen,Advised View History,2024-07-16
9:35 am,740 N 9TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-16
9:34 am,6408 N 91ST ST MKE: @UNIT 2,Suicide Attempt,Advised View History,2024-07-16
9:34 am,6408 N 91ST ST MKE: @UNIT 2,Suicide Attempt,Advised/Referral View History,2024-07-16
9:34 am,1216 N 13TH ST MKE: @GUEST HOUSE OF MILWAUKEE,Battery/Fight/Assault,Service in Progress View History,2024-07-16
9:31 am,"LL(-87:58:02.8603,43:08:48.1502): EST 7095 N 44TH ST MKE",911,Service in Progress View History,2024-07-16
9:30 am,7500 W PERKINS PL MKE,Property Damage,Service in Progress View History,2024-07-16
9:30 am,7500 W PERKINS PL MKE,Property Damage,Advised View History,2024-07-16
9:27 am,N 29TH ST/W LOCUST ST MKE:ALLEY,Reckless Vehicle,Service in Progress View History,2024-07-16
9:23 am,1550 S 10TH ST MKE,Child Abuse/Neglect,Advised/Referral View History,2024-07-16
9:23 am,1550 S 10TH ST MKE,Child Abuse/Neglect,Service in Progress View History,2024-07-16
9:23 am,1550 S 10TH ST MKE,Child Abuse/Neglect,Advised View History,2024-07-16
9:23 am,719 N MILWAUKEE ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
9:23 am,719 N MILWAUKEE ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
9:23 am,719 N MILWAUKEE ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
9:23 am,719 N MILWAUKEE ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
9:22 am,"LL(-87:54:55.8544,42:58:24.1137): EST INT 43 N MKE",911,Service in Progress View History,2024-07-16
9:22 am,338 S WATER ST MKE,Checking Location,Assignment Completed View History,2024-07-16
9:20 am,S 16TH ST/W PIERCE ST MKE,Welfare Citizen,Advised View History,2024-07-16
9:20 am,3006 S 27TH ST MKE: @D6,Reports,To be Filed View History,2024-07-16
9:15 am,4259 N 53RD ST MKE,Sexual Assault,Service in Progress View History,2024-07-16
9:14 am,N 76TH ST/W APPLETON AVE MKE,Motor Vehicle Accident,To be Filed View History,2024-07-16
9:14 am,1527 W NATIONAL AVE MKE,Trouble,Advised View History,2024-07-16
9:14 am,7550 W APPLETON AVE MKE,Assignment,Assignment Completed View History,2024-07-16
9:13 am,3441 S 27TH ST MKE: @UNIT 300,Trouble,Service in Progress View History,2024-07-16
9:13 am,3441 S 27TH ST MKE: @UNIT 300,Trouble,Advised View History,2024-07-16
9:12 am,"LL(-87:57:39.6217,43:02:20.8032): EST 3792 W WISCONSIN AVE MKE",911,Service in Progress View History,2024-07-16
9:09 am,1635 N 35TH ST MKE,911,Service in Progress View History,2024-07-16
9:08 am,W PABST AVE/W FOREST HOME AVE MKE,Call for Police,Advised View History,2024-07-16
9:08 am,W PABST AVE/W FOREST HOME AVE MKE,Call for Police,Advised/Referral View History,2024-07-16
9:06 am,N MICHELE ST/N 96TH ST MKE,911,Unable to Locate Complainant View History,2024-07-16
9:06 am,6929 W SILVER SPRING DR MKE: @D4:10-100,Return Station,Assignment Completed View History,2024-07-16
9:05 am,729 N MILWAUKEE ST MKE,Meet,Advised View History,2024-07-16
9:05 am,729 N MILWAUKEE ST MKE,Meet,Service in Progress View History,2024-07-16
9:05 am,729 N MILWAUKEE ST MKE,Meet,Service in Progress View History,2024-07-16
9:05 am,729 N MILWAUKEE ST MKE,Meet,Advised View History,2024-07-16
9:05 am,729 N MILWAUKEE ST MKE,Meet,Service in Progress View History,2024-07-16
9:05 am,729 N MILWAUKEE ST MKE,Meet,Advised View History,2024-07-16
9:01 am,S 13TH ST/W LAYTON AVE MKE,Motor Vehicle Accident,To be Filed View History,2024-07-16
9:01 am,N 64TH ST/W MARION ST MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:01 am,N 64TH ST/W MARION ST MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:01 am,5475 N 66TH ST MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
9:01 am,N 64TH ST/W MARION ST MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:01 am,N 64TH ST/W MARION ST MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:01 am,N 64TH ST/W MARION ST MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
9:01 am,N 64TH ST/W MARION ST MKE,Reckless Vehicle,Open Investigation View History,2024-07-16
9:01 am,5000 W CHAMBERS ST MKE: @SAINT JOSEPH HOSPITAL,911,Service in Progress View History,2024-07-16
9:01 am,2434 W NATIONAL AVE MKE,Welfare Citizen,Advised View History,2024-07-16
8:57 am,"LL(-87:57:57.4634,43:05:24.6912): EST 4236 W CAPITOL DR MKE",911,Service in Progress View History,2024-07-16
8:56 am,"LL(-87:53:50.5826,43:04:16.2874): EST 1134 E LOCUST ST MKE",911,Service in Progress View History,2024-07-16
8:56 am,"LL(-87:58:06.1178,43:05:06.0360): EST 4403 W ROOSEVELT DR MKE",911,Service in Progress View History,2024-07-16
8:56 am,"LL(-87:58:06.1178,43:05:06.0360): EST 4403 W ROOSEVELT DR MKE",911,Service in Progress View History,2024-07-16
8:55 am,3256 S 27TH ST MKE,Alarm Sounding - MPD Response,Service in Progress View History,2024-07-16
8:55 am,3256 S 27TH ST MKE,Alarm Sounding - MPD Response,False Alarm View History,2024-07-16
8:55 am,3256 S 27TH ST MKE,Alarm Sounding - MPD Response,Assignment Completed View History,2024-07-16
8:55 am,3256 S 27TH ST MKE,Alarm Sounding - MPD Response,Service in Progress View History,2024-07-16
8:55 am,3256 S 27TH ST MKE,Alarm Sounding - MPD Response,False Alarm View History,2024-07-16
8:55 am,3256 S 27TH ST MKE,Alarm Sounding - MPD Response,Assignment Completed View History,2024-07-16
8:53 am,8566 W APPLETON AVE MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
8:53 am,8566 W APPLETON AVE MKE,Stolen Vehicle,To be Filed View History,2024-07-16
8:53 am,"LL(-87:57:24.4802,43:04:30.6946): EST 3453 W BURLEIGH ST MKE",911,Service in Progress View History,2024-07-16
8:53 am,8566 W APPLETON AVE MKE,Stolen Vehicle,To be Filed View History,2024-07-16
8:53 am,8566 W APPLETON AVE MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
8:52 am,"LL(-88:00:58.3023,43:09:16.5490): EST 7436 N WILL ENTERPRISE CT MKE",911,Service in Progress View History,2024-07-16
8:51 am,"LL(-87:58:00.4011,43:04:31.6992): EST 3117 N 42ND PL MKE",911,Service in Progress View History,2024-07-16
8:49 am,1720 W LOCUST ST MKE,Alarm Sounding - MPD Response,Service in Progress View History,2024-07-16
8:49 am,"LL(-87:58:47.2911,43:05:31.2538): EST 5291 W FOND DU LAC AVE MKE",911,Service in Progress View History,2024-07-16
8:48 am,"LL(-87:57:09.9579,43:04:52.8238): EST 3156 W TOWNSEND ST MKE",911,Service in Progress View History,2024-07-16
8:47 am,"LL(-87:57:12.3518,43:04:16.3630): EST 3155 W LOCUST ST MKE",911,Service in Progress View History,2024-07-16
8:47 am,N WATER ST/E MICHIGAN ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
8:46 am,N 48TH ST/W GLENDALE AVE MKE,Notification,Service in Progress View History,2024-07-16
8:45 am,245 W LINCOLN AVE MKE: @D2,Special Assignment,Assignment Completed View History,2024-07-16
8:42 am,7624 W KEEFE AVE MKE,Stabbing/Cutting,Assignment Completed View History,2024-07-16
8:41 am,1007 W MADISON ST MKE,Welfare Citizen,Advised View History,2024-07-16
8:40 am,2577 N 45TH ST MKE,911,Service in Progress View History,2024-07-16
8:39 am,2356 S 17TH ST MKE,Entry-Building or Structure,Advised View History,2024-07-16
8:39 am,S 41ST ST/W EUCLID AVE MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
8:38 am,"LL(-87:55:27.3723,43:02:18.5602): EST 678 N 10TH ST MKE",911,Service in Progress View History,2024-07-16
8:38 am,1500 W SONATA DR MKE: @UNIT 207,911,Service in Progress View History,2024-07-16
8:37 am,1605 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
8:37 am,3006 S 27TH ST MKE: @D6:SEE LT,Return Station,Assignment Completed View History,2024-07-16
8:36 am,10201 W WATERTOWN PLANK RD WW: @MCCC,Court Duty,Assignment Completed View History,2024-07-16
8:36 am,5000 W CHAMBERS ST MKE: @SAINT JOSEPH HOSPITAL,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
